#,City,District,Ward,address_code
3670,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Lĩnh,R80005388
3671,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Lễ,R80005387
3672,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Mai,R80005413
3673,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Mỹ,R80005392
3674,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Ninh,R80005393
3675,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Phú,R80005408
3676,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Phúc,R80005403
3677,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Quang,R80005416
3678,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Thịnh,R80005409
3679,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Thủy,R80005410
3680,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Tiến,R80005411
3681,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Trung,R80005389
3682,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Trà,R80005398
3683,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Trường,R80005402
3684,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Tân,R80005397
3685,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Tây,R80005394
3686,Tỉnh Hà Tĩnh,Huyện Hương Sơn,Xã Tân Mỹ Hà,R80319146
3687,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Bắc,R80005225
3688,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Châu,R80005235
3689,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Giang,R80005221
3690,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Hải,R80005218
3691,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Khang,R80005220
3692,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Lạc,R80005234
3693,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Phong,R80005236
3694,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Phú,R80005237
3695,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Sơn,R80005211
3696,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Thư,R80005227
3697,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Thượng,R80005222
3698,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Thọ,R80005214
3699,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Tiến,R80005228
3700,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Trung,R80005215
3701,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Tân,R80005230
3702,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Tây,R80005238
3703,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Văn,R80005239
3704,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Xuân,R80005223
3705,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Đồng,R80005232
3706,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Lâm Hợp,R80319149
3707,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Thị Trấn Lộc Hà,R80319134
3708,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Bình An,R80319133
3709,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Hồng Lộc,R80005164
3710,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Hộ Độ,R80005159
3711,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Mai Phụ,R80005161
3712,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Phù Lưu,R80005165
3713,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Thạch Châu,R80005155
3714,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Thạch Kim,R80005156
3715,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Thạch Mỹ,R80005157
3716,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Thịnh Lộc,R80005162
3717,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Tân Lộc,R80005154
3718,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Ích Hậu,R80005160
3719,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Thị Trấn Nghi Xuân,R80005244
3720,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Thị Trấn Xuân An,R80005245
3721,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Cương Gián,R80005256
3722,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Cổ Đạm,R80005250
3723,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Tiên Điền,R80005251
3724,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Giang,R80005257
3725,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Hải,R80005262
3726,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Hồng,R80005258
3727,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Hội,R80005263
3728,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Lam,R80005247
3729,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Liên,R80005253
3730,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Lĩnh,R80005254
3731,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Mỹ,R80005259
3732,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Phổ,R80005249
3733,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Thành,R80005248
3734,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Trường,R80005260
3735,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Viên,R80005261
3736,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Yên,R80005255
3737,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Đan,R80005246
3738,Tỉnh Hà Tĩnh,Huyện Nghi Xuân,Xã Đan Trường,R80319150
3739,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Thị Trấn Thạch Hà,R80005266
3740,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Lưu Vĩnh Sơn,R80319137
3741,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Nam Điền,R80319139
3742,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Ngọc Sơn,R80005275
3743,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Hải,R80005274
3744,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Hội,R80005293
3745,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Khê,R80005278
3746,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Kênh,R80005289
3747,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Liên,R80005283
3748,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Long,R80005276
3749,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Lạc,R80005279
3750,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Ngọc,R80005291
3751,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Sơn,R80005264
3752,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Thắng,R80005277
3753,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Trị,R80005269
3754,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Văn,R80005270
3755,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Xuân,R80005286
3756,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Đài,R80005288
3757,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Tân Lâm Hương,R80319138
3758,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Tượng Sơn,R80005271
3759,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Việt Tiến,R80319136
3760,Tỉnh Hà Tĩnh,Huyện Thạch Hà,Xã Đỉnh Bàn,R80319135
3761,Tỉnh Hà Tĩnh,Huyện Vũ Quang,Thị Trấn Vũ Quang,R80005299
3762,Tỉnh Hà Tĩnh,Huyện Vũ Quang,Xã Hương Minh,R80005298
3763,Tỉnh Hà Tĩnh,Huyện Vũ Quang,Xã Quang Thọ,R80319132
3764,Tỉnh Hà Tĩnh,Huyện Vũ Quang,Xã Thọ Điền,R80319131
3765,Tỉnh Hà Tĩnh,Huyện Vũ Quang,Xã Ân Phú,R80005300
3766,Tỉnh Hà Tĩnh,Huyện Vũ Quang,Xã Đức Bồng,R80005295
3767,Tỉnh Hà Tĩnh,Huyện Vũ Quang,Xã Đức Giang,R80005306
3768,Tỉnh Hà Tĩnh,Huyện Vũ Quang,Xã Đức Hương,R80005296
3769,Tỉnh Hà Tĩnh,Huyện Vũ Quang,Xã Đức Liên,R80005301
3770,Tỉnh Hà Tĩnh,Huyện Vũ Quang,Xã Đức Lĩnh,R80005297
3771,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Thị Trấn Đức Thọ,R80313228
3772,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã An Dũng,R80319158
3773,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Bùi La Nhân,R80319153
3774,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Hòa Lạc,R80319154
3775,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Liên Minh,R80005349
3776,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Lâm Trung Thủy,R80319156
3777,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Quang Vĩnh,R80319151
3778,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Thanh Bình Thịnh,R80319157
3779,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Thái Yên,R80005350
3780,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Trường Sơn,R80005336
3781,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Tân Dân,R80319155
3782,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Tân Hương,R80005359
3783,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Tùng Châu,R80319152
3784,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Tùng Ảnh,R80005354
3785,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Yên Hồ,R80005360
3786,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Đức Lạng,R80005361
3787,Tỉnh Hà Tĩnh,Huyện Đức Thọ,Xã Đức Đồng,R80005346
3788,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Phường Bắc Hà,R80005177
3789,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Phường Hà Huy Tập,R80005169
3790,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Phường Nam Hà,R80005167
3791,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Phường Nguyễn Du,R80005170
3792,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Phường Thạch Linh,R80005174
3793,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Phường Thạch Quý,R80005176
3794,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Phường Trần Phú,R80005172
3795,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Phường Tân Giang,R80005171
3796,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Phường Văn Yên,R80005168
3797,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Phường Đại Nài,R80005173
3798,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Xã Thạch Bình,R80005179
3799,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Xã Thạch Hưng,R80005181
3800,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Xã Thạch Hạ,R80005180
3801,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Xã Thạch Trung,R80005175
3802,Tỉnh Hà Tĩnh,Thành Phố Hà Tĩnh,Xã Đồng Môn,R80319144
3803,Tỉnh Hà Tĩnh,Thị Xã Hồng Lĩnh,Phường Bắc Hồng,R80005308
3804,Tỉnh Hà Tĩnh,Thị Xã Hồng Lĩnh,Phường Nam Hồng,R80005311
3805,Tỉnh Hà Tĩnh,Thị Xã Hồng Lĩnh,Phường Trung Lương,R80005307
3806,Tỉnh Hà Tĩnh,Thị Xã Hồng Lĩnh,Phường Đậu Liêu,R80005309
3807,Tỉnh Hà Tĩnh,Thị Xã Hồng Lĩnh,Phường Đức Thuận,R80005310
3808,Tỉnh Hà Tĩnh,Thị Xã Hồng Lĩnh,Xã Thuận Lộc,R80005312
3809,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Phường Hưng Trí,R80319160
3810,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Phường Kỳ Liên,R80314344
3811,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Phường Kỳ Long,R80314341
3812,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Phường Kỳ Phương,R80314345
3813,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Phường Kỳ Thịnh,R80314342
3814,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Phường Kỳ Trinh,R80314343
3815,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Xã Kỳ Hoa,R80314302
3816,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Xã Kỳ Hà,R80314303
3817,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Xã Kỳ Lợi,R80314304
3818,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Xã Kỳ Nam,R80314305
3819,Tỉnh Hà Tĩnh,Thị Xã Kỳ Anh,Xã Kỳ Ninh,R80314306
3820,Tỉnh Hòa Bình,Huyện Cao Phong,Thị Trấn Cao Phong,R80003719
3821,Tỉnh Hòa Bình,Huyện Cao Phong,Xã Bình Thanh,R80003726
3822,Tỉnh Hòa Bình,Huyện Cao Phong,Xã Bắc Phong,R80003718
3823,Tỉnh Hòa Bình,Huyện Cao Phong,Xã Dũng Phong,R80003728
3824,Tỉnh Hòa Bình,Huyện Cao Phong,Xã Hợp Phong,R80319177
3825,Tỉnh Hòa Bình,Huyện Cao Phong,Xã Nam Phong,R80003729
3826,Tỉnh Hòa Bình,Huyện Cao Phong,Xã Thu Phong,R80003721
3827,Tỉnh Hòa Bình,Huyện Cao Phong,Xã Thung Nai,R80003723
3828,Tỉnh Hòa Bình,Huyện Cao Phong,Xã Thạch Yên,R80319178
3829,Tỉnh Hòa Bình,Huyện Cao Phong,Xã Tây Phong,R80003722
3830,Tỉnh Hòa Bình,Huyện Kim Bôi,Thị Trấn Bo,R80003885
3831,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Bình Sơn,R80003884
3832,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Bắc Sơn,R80003871
3833,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Cuối Hạ,R80003878
3834,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Hùng Sơn,R80319198
3835,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Hùng Tiến,R80003859
3836,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Hạ Bì,R80003865
3837,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Hợp Kim,R80003880
3838,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Hợp Tiến,R80319201
3839,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Hợp Đồng,R80003879
3840,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Kim Bình,R80003860
3841,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Kim Bôi,R80003886
3842,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Kim Lập,R80319200
3843,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Kim Sơn,R80003873
3844,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Kim Tiến,R80003869
3845,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Kim Truy,R80003882
3846,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Lập Chiệng,R80003883
3847,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Mỵ Hòa,R80003866
3848,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Nam Thượng,R80003874
3849,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Nuông Dăm,R80003875
3850,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Nật Sơn,R80003861
3851,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Sào Báy,R80003862
3852,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Sơn Thủy,R80003863
3853,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Thượng Bì,R80003864
3854,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Thượng Tiến,R80003868
3855,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Trung Bì,R80003870
3856,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Tú Sơn,R80003881
3857,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Vĩnh Tiến,R80003877
3858,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Vĩnh Đồng,R80003876
3859,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Xuân Thủy,R80319199
3860,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Đông Bắc,R80003872
3861,Tỉnh Hòa Bình,Huyện Kim Bôi,Xã Đú Sáng,R80003867
3862,Tỉnh Hòa Bình,Huyện Lương Sơn,Thị Trấn Lương Sơn,R80003853
3863,Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Cao Dương,R80003856
3864,Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Cao Sơn,R80319182
3865,Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Cư Yên,R80003843
3866,Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Hòa Sơn,R80003858
3867,Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Liên Sơn,R80003851
3868,Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Lâm Sơn,R80003850
3869,Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Nhuận Trạch,R80003854
3870,Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Thanh Cao,R80319184
3871,Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Thanh Sơn,R80319183
3872,Tỉnh Hòa Bình,Huyện Lương Sơn,Xã Tân Vinh,R80003845
3873,Tỉnh Hòa Bình,Huyện Lạc Sơn,Thị Trấn Vụ Bản,R80003781
3874,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Bình Hẻm,R80003772
3875,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Chí Đạo,R80003769
3876,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Hương Nhượng,R80003755
3877,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Miền Đồi,R80003776
3878,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Mỹ Thành,R80003770
3879,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Ngọc Lâu,R80003771
3880,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Ngọc Sơn,R80003777
3881,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Nhân Nghĩa,R80003778
3882,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Quyết Thắng,R80319202
3883,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Quý Hòa,R80003780
3884,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Thượng Cốc,R80003756
3885,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Tuân Đạo,R80003774
3886,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Tân Lập,R80003760
3887,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Tân Mỹ,R80003761
3888,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Tự Do,R80003767
3889,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Văn Nghĩa,R80003775
3890,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Văn Sơn,R80003773
3891,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Vũ Bình,R80319203
3892,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Xuất Hóa,R80003762
3893,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Yên Nghiệp,R80003757
3894,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Yên Phú,R80003754
3895,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Ân Nghĩa,R80003779
3896,Tỉnh Hòa Bình,Huyện Lạc Sơn,Xã Định Cư,R80003758
3897,Tỉnh Hòa Bình,Huyện Lạc Thủy,Thị Trấn Ba Hàng Đồi,R80319194
3898,Tỉnh Hòa Bình,Huyện Lạc Thủy,Thị Trấn Chi Nê,R80003896
3899,Tỉnh Hòa Bình,Huyện Lạc Thủy,Xã An Bình,R80003892
3900,Tỉnh Hòa Bình,Huyện Lạc Thủy,Xã Hưng Thi,R80003894
3901,Tỉnh Hòa Bình,Huyện Lạc Thủy,Xã Khoan Dụ,R80003899
3902,Tỉnh Hòa Bình,Huyện Lạc Thủy,Xã Phú Nghĩa,R80319195
3903,Tỉnh Hòa Bình,Huyện Lạc Thủy,Xã Phú Thành,R80003891
3904,Tỉnh Hòa Bình,Huyện Lạc Thủy,Xã Thống Nhất,R80319196
3905,Tỉnh Hòa Bình,Huyện Lạc Thủy,Xã Yên Bồng,R80003890
3906,Tỉnh Hòa Bình,Huyện Lạc Thủy,Xã Đồng Tâm,R80003898
3907,Tỉnh Hòa Bình,Huyện Mai Châu,Thị Trấn Mai Châu,R80003741
3908,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Ba Khan,R80003733
3909,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Bao La,R80003748
3910,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Chiềng Châu,R80003749
3911,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Cun Pheo,R80003750
3912,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Hang Kia,R80003740
3913,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Mai Hạ,R80003736
3914,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Mai Hịch,R80003734
3915,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Noong Luông,R80003744
3916,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Nà Mèo,R80003735
3917,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Nà Phòn,R80003730
3918,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Phúc Sạn,R80003737
3919,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Piềng Vế,R80003746
3920,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Pà Cò,R80003745
3921,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Pù Pin,R80003742
3922,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Sơn Thủy,R80319180
3923,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Thung Khe,R80003751
3924,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Thành Sơn,R80319303
3925,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Tân Dân,R80003738
3926,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Tân Mai,R80003747
3927,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Tân Sơn,R80003739
3928,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Tân Thành,R80319179
3929,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Tòng Đậu,R80003731
3930,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Vạn Mai,R80003752
3931,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Xăm Khòe,R80003732
3932,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Đồng Bảng,R80003743
3933,Tỉnh Hòa Bình,Huyện Mai Châu,Xã Đồng Tân,R80319181
3934,Tỉnh Hòa Bình,Huyện Tân Lạc,Thị Trấn Mường Khến,R80003906
3935,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Bắc Sơn,R80003911
3936,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Do Nhân,R80003922
3937,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Gia Mô,R80003913
3938,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Lũng Vân,R80003904
3939,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Lỗ Sơn,R80003903
3940,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Mãn Đức,R80003924
3941,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Mỹ Hòa,R80003907
3942,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Nam Sơn,R80003919
3943,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Ngòi Hoa,R80003920
3944,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Ngọc Mỹ,R80003917
3945,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Ngổ Luông,R80003916
3946,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Nhân Mỹ,R80319187
3947,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Phong Phú,R80003918
3948,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Phú Cường,R80003905
3949,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Phú Vinh,R80003908
3950,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Quy Hậu,R80003914
3951,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Quy Mỹ,R80003909
3952,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Quyết Chiến,R80003915
3953,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Suối Hoa,R80319185
3954,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Thanh Hối,R80003921
3955,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Trung Hòa,R80003901
3956,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Tuân Lộ,R80003902
3957,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Tử Nê,R80003910
3958,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Vân Sơn,R80319186
3959,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Đông Lai,R80003923
3960,Tỉnh Hòa Bình,Huyện Tân Lạc,Xã Địch Giáo,R80003912
3961,Tỉnh Hòa Bình,Huyện Yên Thủy,Thị Trấn Hàng Trạm,R80003790
3962,Tỉnh Hòa Bình,Huyện Yên Thủy,Xã Bảo Hiệu,R80003789
3963,Tỉnh Hòa Bình,Huyện Yên Thủy,Xã Hữu Lợi,R80003791
3964,Tỉnh Hòa Bình,Huyện Yên Thủy,Xã Lạc Lương,R80003784
3965,Tỉnh Hòa Bình,Huyện Yên Thủy,Xã Lạc Sỹ,R80003793
